"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"167","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"168","@","TBA",NA,"ABT 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"169","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"170","@","TBA",NA,"ABT 299TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"171","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"172","30630","TBA",NA,"ACC 205TBA","001","15","Adv Financial ReportingNo GE Credit",NA,"                              No GE Credit","Pieroni, G","4.0"
"173","30631","TBA",NA,"ACC 215TBA","001","25","Adv Tax ReportingNo GE Credit",NA,"                              No GE Credit","Snyder, W","4.0"
"174","30632","TBA",NA,"ACC 243TBA","001","1","Auditing & AttestationNo GE Credit",NA,"                              No GE Credit","Coleman, C","4.0"
"175","30633","TBA",NA,"ACC 243TBA","002","1","Auditing & AttestationNo GE Credit",NA,"                              No GE Credit","Coleman, C","4.0"
"176","30634","TBA",NA,"ACC 455TBA","001","25","Audit Data AnalyticsNo GE Credit",NA,"                              No GE Credit","Rangwala, M","4.0"
"177","@","TBA",NA,"AED 092TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"178","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"179","@","TBA",NA,"AED 098TBA","-","0","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"180","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"181","@","TBA",NA,"AED 099TBA","-","0","Special Study UndgdNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"182","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"183","@","TBA",NA,"AED 192TBA","-","0","InternshipNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"184","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"185","@","TBA",NA,"AED 198TBA","-","0","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"186","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"187","@","1:10 - 3:00 PM","MW","AED 198MEYER 1330","003","96","Directed Group StudyNo GE Credit",NA,"                              No GE Credit","Teixeira, K","
						
                        V"
"188","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"189","@","TBA",NA,"AED 199TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"190","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"191","30653","TBA",NA,"AED 301TBA","001","6","Planning Instr ProgNo GE Credit",NA,"                              No GE Credit","Trexler, C","3.0"
"192","30657","2:10 - 3:00 PM","W","AGC 290REMOTE TBA","001","12","SeminarNo GE Credit",NA,"                              No GE Credit","Hernes, P","1.0"
"193","@","TBA",NA,"AGC 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"194","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"195","@","TBA",NA,"AGC 299TBA","-","0","ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"196","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"197","30693","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A01","2","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"198","30693","9:00 - 9:50 AM","M","AHI 001CREMOTE TBA","A01","2","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"199","30694","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A02","7","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"200","30694","10:00 - 11:50 AM","M","AHI 001CREMOTE TBA","A02","7","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"201","30695","5:10 - 6:00 PM","M","AHI 001CREMOTE TBA","A03","0","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"202","30695","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A03","0","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"203","30696","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A04","9","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"204","30696","9:00 - 9:50 AM","T","AHI 001CREMOTE TBA","A04","9","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"205","30697","4:10 - 5:00 PM","T","AHI 001CREMOTE TBA","A05","7","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"206","30697","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A05","7","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"207","30698","9:00 - 9:50 AM","W","AHI 001CREMOTE TBA","A06","16","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"208","30698","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A06","16","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"209","30699","10:00 - 10:50 AM","W","AHI 001CREMOTE TBA","A07","10","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"210","30699","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A07","10","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"211","30700","9:00 - 9:50 AM","R","AHI 001CREMOTE TBA","A08","11","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"212","30700","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A08","11","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"213","30701","10:30 - 11:50 AM","TR","AHI 001CREMOTE TBA","A09","13","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"214","30701","4:10 - 5:00 PM","R","AHI 001CREMOTE TBA","A09","13","Baroque to Modern Art","AH D","AH VL WC","Strazdes, D","4.0"
"215","30703","TBA",NA,"AHI 001DTBA","001","10","Arts of Asia","AH D","AH VL WC","Glaze, A","4.0"
"216","30703","12:10 - 2:00 PM","MW","AHI 001DREMOTE TBA","001","10","Arts of Asia","AH D","AH VL WC","Glaze, A","4.0"
"217","@","TBA",NA,"AHI 099TBA","-","0","Special StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"218","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"219","62227","10:10 - 1:00 PM","F","AHI 101REMOTE TBA","001","0","Museum PracticesNo GE Credit",NA,"AH","Sofroniew, A","4.0"
"220","62194","3:10 - 4:00 PM","T","AHI 153REMOTE TBA","A01","0","Hindu Gods & Symbols","AH W","AH VL WC WE","Little, L","4.0"
"221","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"222","62194","1:40 - 3:00 PM","TR","AHI 153REMOTE TBA","A01","0","Hindu Gods & Symbols","AH W","AH VL WC WE","Little, L","4.0"
"223","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"224","62195","1:40 - 3:00 PM","TR","AHI 153REMOTE TBA","A02","0","Hindu Gods & Symbols","AH W","AH VL WC WE","Little, L","4.0"
"225","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"226","62195","6:10 - 7:00 PM","T","AHI 153REMOTE TBA","A02","0","Hindu Gods & Symbols","AH W","AH VL WC WE","Little, L","4.0"
"227","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"228","62196","4:10 - 5:00 PM","W","AHI 157REMOTE TBA","A01","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"229","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"230","62196","4:40 - 6:00 PM","TR","AHI 157REMOTE TBA","A01","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"231","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"232","62197","4:40 - 6:00 PM","TR","AHI 157REMOTE TBA","A02","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"233","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"234","62197","5:10 - 6:00 PM","W","AHI 157REMOTE TBA","A02","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"235","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"236","62198","3:10 - 4:00 PM","R","AHI 157REMOTE TBA","A03","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"237","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"238","62198","4:40 - 6:00 PM","TR","AHI 157REMOTE TBA","A03","0","Buddhist Art","AH","AH VL WC WE","Little, L","4.0"
"239","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
